contig_id	mean_contig	cluster_id	nucl_freq.gc	length	color
NODE_10034_length_1700_cov_4.086322	6.962	20	61.3529411764706	1700	1other
NODE_10035_length_1700_cov_3.460182	6.711	32	51.6470588235294	1700	1other
NODE_10036_length_1700_cov_3.223100	5.978	32	51.1764705882353	1700	1other
NODE_10037_length_1700_cov_2.944681	5.38	32	52.2941176470588	1700	1other
NODE_10038_length_1700_cov_2.598176	4.503	32	49.8235294117647	1700	1other
NODE_10039_length_1700_cov_2.507599	4.563	32	52.6470588235294	1700	1other
NODE_1004_length_43970_cov_46.466925	72.86325	39	52.1309984080055	43970	1other
NODE_10040_length_1700_cov_2.335562	3.911	32	48.3529411764706	1700	1other
NODE_10041_length_1700_cov_2.159271	4.414	32	52.1176470588235	1700	1other
NODE_10042_length_1699_cov_8.077859	12.773	6	40.1412595644497	1699	1other
NODE_10043_length_1699_cov_3.751217	7.989	32	55.0323719835197	1699	1other
NODE_10044_length_1699_cov_3.551703	7.712	32	51.0300176574456	1699	1other
NODE_10045_length_1699_cov_3.467762	8.151	20	62.978222483814	1699	1other
NODE_10046_length_1699_cov_3.296837	6.575	32	52.0306062389641	1699	1other
NODE_10047_length_1699_cov_3.152068	5.929	32	51.0888758092996	1699	1other
NODE_10048_length_1699_cov_3.134428	5.988	32	52.3978685612789	1699	1other
NODE_10049_length_1699_cov_2.923966	5.247	32	53.0900529723367	1699	1other
NODE_1005_length_43819_cov_44.201124	71.69925	39	50.5135067133283	43819	1other
NODE_10050_length_1699_cov_2.738443	7.319	32	55.0323719835197	1699	1other
NODE_10051_length_1699_cov_2.669708	4.366	42	55.6798116539141	1699	1other
NODE_10052_length_1699_cov_2.661192	4.946	32	47.0865214832254	1699	1other
NODE_10053_length_1699_cov_2.608881	5.659	32	51.5597410241318	1699	1other
NODE_10054_length_1699_cov_2.277981	4.301	32	49.5585638610948	1699	1other
NODE_10055_length_1699_cov_2.187348	3.706	32	49.2642731018246	1699	1other
NODE_10056_length_1698_cov_46.125989	75.84	30	70.6713780918728	1698	1other
NODE_10057_length_1698_cov_3.277541	6.522	32	50.2944640753828	1698	1other
NODE_10058_length_1698_cov_3.226415	5.591	32	53.1213191990577	1698	1other
NODE_10059_length_1698_cov_3.213025	6.727	32	49.7644287396938	1698	1other
NODE_1006_length_43763_cov_333.654274	541.0885	25	49.2470808673994	43763	ascomycete
NODE_10060_length_1698_cov_2.992696	5.941	32	53.6513545347468	1698	1other
NODE_10061_length_1698_cov_2.967133	6.16	32	51.3545347467609	1698	1other
NODE_10062_length_1698_cov_2.881923	5.07	32	51.7667844522968	1698	1other
NODE_10063_length_1698_cov_2.331102	5.47	32	53.5335689045936	1698	1other
NODE_10064_length_1697_cov_53.909257	87.676	30	69.8880377136123	1697	1other
NODE_10065_length_1697_cov_51.923264	85.296	30	71.8915733647613	1697	1other
NODE_10066_length_1697_cov_8.038368	13.205	20	67.0005892751915	1697	1other
NODE_10067_length_1697_cov_4.563946	8.701	32	51.7383618149676	1697	1other
NODE_10068_length_1697_cov_3.660171	5.203	32	51.3847967000589	1697	1other
NODE_10069_length_1697_cov_2.956151	5.596	32	50.6187389510902	1697	1other
NODE_1007_length_43732_cov_117.221696	189.92725	31	25.1211927192902	43732	ascomycete
NODE_10070_length_1697_cov_2.917783	5.919	32	55.7454331172658	1697	1other
NODE_10071_length_1697_cov_2.242996	4.621	32	53.0936947554508	1697	1other
NODE_10072_length_1697_cov_2.221072	4.105	32	50.3241013553329	1697	1other
NODE_10073_length_1697_cov_2.143118	4.465	32	50.9133765468474	1697	1other
NODE_10074_length_1696_cov_4.734918	8.942	32	50.8844339622642	1696	1other
NODE_10075_length_1696_cov_4.249238	7.152	32	49.7051886792453	1696	1other
NODE_10076_length_1696_cov_3.465570	5.785	32	53.5377358490566	1696	1other
NODE_10077_length_1696_cov_2.773309	4.597	32	51.2971698113208	1696	1other
NODE_10078_length_1696_cov_2.766606	6.587	32	52.2995283018868	1696	1other
NODE_10079_length_1696_cov_2.436319	4.95	32	51.8278301886792	1696	1other
NODE_1008_length_43689_cov_270.057180	365.36375	25	38.2224358534185	43689	ascomycete
NODE_10080_length_1695_cov_21.226220	26.647	6	37.8171091445428	1695	1other
NODE_10081_length_1695_cov_4.283537	7.275	32	52.094395280236	1695	1other
NODE_10082_length_1695_cov_3.968902	6.831	32	50.6194690265487	1695	1other
NODE_10083_length_1695_cov_3.583537	7.093	32	54.0412979351032	1695	1other
NODE_10084_length_1695_cov_3.409756	7.3	32	51.7994100294985	1695	1other
NODE_10085_length_1695_cov_3.389024	7.336	32	52.2848664688427	1695	1other
NODE_10086_length_1695_cov_3.355488	5.773	32	53.0383480825959	1695	1other
NODE_10087_length_1695_cov_3.090854	5.116	32	50.9144542772861	1695	1other
NODE_10088_length_1695_cov_3.070122	5.517	32	54.5132743362832	1695	1other
NODE_10089_length_1695_cov_2.817683	5.627	32	49.6165191740413	1695	1other
NODE_1009_length_43676_cov_40.699067	65.902	16	60.9186677707241	43676	1other
NODE_10090_length_1695_cov_2.755488	5.464	32	49.9115044247788	1695	1other
NODE_10091_length_1695_cov_2.280488	3.85	32	47.893175074184	1695	1other
NODE_10092_length_1695_cov_2.243902	4.68	32	49.1988130563798	1695	1other
NODE_10093_length_1695_cov_2.031707	3.261	32	54.6902654867257	1695	1other
NODE_10094_length_1695_cov_1.957317	4.901	32	52.2848664688427	1695	1other
NODE_10095_length_1694_cov_45.998780	71.77	38	49.2916174734357	1694	1other
NODE_10096_length_1694_cov_18.220866	23.545	8	33.1168831168831	1694	1other
NODE_10097_length_1694_cov_5.447224	9.19	20	66.8831168831169	1694	1other
NODE_10098_length_1694_cov_3.854179	6.649	32	49.1145218417946	1694	1other
NODE_10099_length_1694_cov_3.838926	7.466	32	50.5938242280285	1694	1other
NODE_101_length_160011_cov_45.060973	72.84725	39	51.4713148332301	160011	1other
NODE_1010_length_43643_cov_45.338258	73.2835	39	50.8260202094265	43643	1other
NODE_10100_length_1694_cov_3.244051	8.136	32	49.5277449822904	1694	1other
NODE_10101_length_1694_cov_2.776693	5.227	32	54.840613931523	1694	1other
NODE_10102_length_1694_cov_2.447834	4.381	32	50.9445100354191	1694	1other
NODE_10103_length_1694_cov_2.184259	3.913	32	49.5277449822904	1694	1other
NODE_10104_length_1693_cov_3.434676	5.959	32	52.3331364441819	1693	1other
NODE_10105_length_1693_cov_3.352259	6.377	32	50.3248670998228	1693	1other
NODE_10106_length_1693_cov_3.199023	6.393	32	53.6326048434731	1693	1other
NODE_10107_length_1693_cov_3.195360	6.003	32	51.3290017720024	1693	1other
NODE_10108_length_1693_cov_2.824176	5.247	32	54.2232722976964	1693	1other
NODE_10109_length_1693_cov_2.551282	4.901	32	53.8688718251624	1693	1other
NODE_1011_length_43608_cov_137.551581	200.15775	31	24.6376811594203	43608	ascomycete
NODE_10110_length_1693_cov_2.529915	4.828	32	51.3880685174247	1693	1other
NODE_10111_length_1693_cov_2.524420	4.615	32	48.7891317188423	1693	1other
NODE_10112_length_1693_cov_2.374847	5.177	32	51.1518015357354	1693	1other
NODE_10113_length_1692_cov_3.589493	7.204	32	53.3096926713948	1692	1other
NODE_10114_length_1692_cov_3.504582	5.507	32	52.7777777777778	1692	1other
NODE_10115_length_1692_cov_3.163103	6.556	32	51.5957446808511	1692	1other
NODE_10116_length_1692_cov_3.070861	6.6	32	56.5011820330969	1692	1other
NODE_10117_length_1692_cov_3.020159	5.909	32	50.709219858156	1692	1other
NODE_10118_length_1692_cov_2.794746	7.109	32	52.8959810874704	1692	1other
NODE_10119_length_1692_cov_2.772144	5.251	32	49.822695035461	1692	1other
NODE_1012_length_43588_cov_329.877243	534.82475	25	50.2408919886207	43588	ascomycete
NODE_10120_length_1692_cov_2.735492	5.22	32	51.1229314420804	1692	1other
NODE_10121_length_1692_cov_2.417838	4.587	32	48.4633569739953	1692	1other
NODE_10122_length_1691_cov_141.195599	152.71	41	22.4127735068007	1691	1other
NODE_10123_length_1691_cov_24.535452	21.281	6	34.7131874630396	1691	1other
NODE_10124_length_1691_cov_6.660147	10.717	20	67.7705499704317	1691	1other
NODE_10125_length_1691_cov_3.360024	6.345	32	52.6315789473684	1691	1other
NODE_10126_length_1691_cov_3.231051	6.907	32	53.6960378474276	1691	1other
NODE_10127_length_1691_cov_3.056846	6.272	32	51.5671200473093	1691	1other
NODE_10128_length_1691_cov_2.954156	5.319	32	49.6156120638675	1691	1other
NODE_10129_length_1691_cov_2.833741	6.404	32	49.5564754583087	1691	1other
NODE_1013_length_43541_cov_125.405740	209.03	31	27.6750648813762	43541	ascomycete
NODE_10130_length_1691_cov_2.739609	5.105	32	48.9651094027203	1691	1other
NODE_10131_length_1691_cov_2.639364	6.011	32	50.0887049083383	1691	1other
NODE_10132_length_1691_cov_2.471883	5.484	32	51.9810762862212	1691	1other
NODE_10133_length_1691_cov_2.450489	4.209	32	53.9917208752218	1691	1other
NODE_10134_length_1691_cov_2.379584	5.413	32	50.9815585960738	1691	1other
NODE_10135_length_1691_cov_2.306846	5.185	32	52.5724423418096	1691	1other
NODE_10136_length_1690_cov_110.202446	126.183	9	22.603550295858	1690	1other
NODE_10137_length_1690_cov_17.897248	31.254	30	74.2011834319527	1690	1other
NODE_10138_length_1690_cov_5.965138	10.712	20	66.3313609467456	1690	1other
NODE_10139_length_1690_cov_4.440979	9.825	32	52.189349112426	1690	1other
NODE_1014_length_43505_cov_46.109666	70.627	39	50.5459142627284	43505	1other
NODE_10140_length_1690_cov_3.756575	7.636	32	53.1952662721894	1690	1other
NODE_10141_length_1690_cov_3.672783	7.337	32	52.0118343195266	1690	1other
NODE_10142_length_1690_cov_3.444648	7.306	32	51.3690476190476	1690	1other
NODE_10143_length_1690_cov_3.200612	6.63	32	54.6745562130178	1690	1other
NODE_10144_length_1690_cov_3.018960	5.72	32	52.6627218934911	1690	1other
NODE_10145_length_1690_cov_2.954128	5.521	32	49.585798816568	1690	1other
NODE_10146_length_1690_cov_2.951682	4.808	32	51.7159763313609	1690	1other
NODE_10147_length_1690_cov_2.883180	6.213	32	51.4201183431953	1690	1other
NODE_10148_length_1690_cov_2.765749	5.321	32	48.2248520710059	1690	1other
NODE_10149_length_1690_cov_2.611621	5.851	32	50.2366863905325	1690	1other
NODE_1015_length_43500_cov_147.492209	170.26725	31	23.7218390804598	43500	ascomycete
NODE_10150_length_1690_cov_2.557798	4.631	32	48.4023668639053	1690	1other
NODE_10151_length_1690_cov_2.376758	5.895	34	48.8757396449704	1690	1other
NODE_10152_length_1690_cov_2.207951	5.402	32	50.7738095238095	1690	1other
NODE_10153_length_1690_cov_2.156575	3.952	32	51.4792899408284	1690	1other
NODE_10154_length_1690_cov_1.959633	3.743	32	52.5595238095238	1690	1other
NODE_10155_length_1689_cov_124.522032	202.011	30	67.3179396092362	1689	1other
NODE_10156_length_1689_cov_26.888005	46.303	30	72.9425695677916	1689	1other
NODE_10157_length_1689_cov_22.367809	34.034	42	48.963883955003	1689	1other
NODE_10158_length_1689_cov_6.528764	10.637	20	68.50207223209	1689	1other
NODE_10159_length_1689_cov_4.676867	9.084	44	60.5683836589698	1689	1other
NODE_1016_length_43428_cov_44.196666	70.85775	39	50.7736943907157	43428	1other
NODE_10160_length_1689_cov_4.281518	8.034	32	50.858496151569	1689	1other
NODE_10161_length_1689_cov_4.256426	7.73	32	52.2794552989935	1689	1other
NODE_10162_length_1689_cov_3.756426	7.693	32	48.7270574304322	1689	1other
NODE_10163_length_1689_cov_3.452264	7.052	32	51.0953226761397	1689	1other
NODE_10164_length_1689_cov_3.389841	5.657	32	48.3126110124334	1689	1other
NODE_10165_length_1689_cov_3.095471	5.583	32	49.4967436352872	1689	1other
NODE_10166_length_1689_cov_2.745410	5.236	32	50.3256364712848	1689	1other
NODE_10167_length_1689_cov_2.679927	5.478	32	50.3848431024275	1689	1other
NODE_10168_length_1689_cov_2.654835	5.493	32	53.6412078152753	1689	1other
NODE_10169_length_1689_cov_2.588127	5.263	32	53.2859680284192	1689	1other
NODE_1017_length_43426_cov_45.091997	72.59025	39	50.4144982268687	43426	1other
NODE_10170_length_1689_cov_2.279682	4.779	32	53.3451746595619	1689	1other
NODE_10171_length_1689_cov_2.135251	4.498	32	51.6873889875666	1689	1other
NODE_10172_length_1688_cov_23.889773	42.52	30	72.6303317535545	1688	1other
NODE_10173_length_1688_cov_7.017146	10.93	20	66.1729857819905	1688	1other
NODE_10174_length_1688_cov_3.966932	7.544	32	49.8222748815166	1688	1other
NODE_10175_length_1688_cov_3.728720	6.86	32	51.2440758293839	1688	1other
NODE_10176_length_1688_cov_3.279241	7.216	32	51.718009478673	1688	1other
NODE_10177_length_1688_cov_2.794244	5.392	32	51.1848341232227	1688	1other
NODE_10178_length_1688_cov_2.689528	5.249	32	48.1042654028436	1688	1other
NODE_10179_length_1688_cov_2.605021	4.702	32	51.0071090047393	1688	1other
NODE_1018_length_43397_cov_47.811684	76.79275	39	51.344562988225	43397	1other
NODE_10180_length_1688_cov_2.156154	3.954	32	51.8364928909953	1688	1other
NODE_10181_length_1688_cov_1.925903	3.98	32	50.834326579261	1688	1other
NODE_10182_length_1687_cov_10.184436	15.992	20	63.9004149377593	1687	1other
NODE_10183_length_1687_cov_3.978554	6.956	32	55.2459988144635	1687	1other
NODE_10184_length_1687_cov_3.935662	7.466	32	56.6487775790101	1687	1other
NODE_10185_length_1687_cov_3.651961	6.57	32	53.9419087136929	1687	1other
NODE_10186_length_1687_cov_3.256740	6.935	32	54.0011855364552	1687	1other
NODE_10187_length_1687_cov_2.288603	3.827	32	49.7332542975697	1687	1other
NODE_10188_length_1686_cov_5.087063	8.233	20	63.5231316725979	1686	1other
NODE_10189_length_1686_cov_4.145923	8.154	32	51.8979833926453	1686	1other
NODE_1019_length_43386_cov_178.691491	254.99525	18	29.2882496657908	43386	ascomycete
NODE_10190_length_1686_cov_4.099939	7.437	32	51.6014234875445	1686	1other
NODE_10191_length_1686_cov_3.686695	7.961	32	52.7876631079478	1686	1other
NODE_10192_length_1686_cov_3.679951	7.455	32	51.6014234875445	1686	1other
NODE_10193_length_1686_cov_3.656039	7.563	32	53.2816229116945	1686	1other
NODE_10194_length_1686_cov_3.554874	5.771	32	52.1945432977461	1686	1other
NODE_10195_length_1686_cov_3.235438	5.81	32	52.1479713603819	1686	1other
NODE_10196_length_1686_cov_3.206009	7.503	32	54.270462633452	1686	1other
NODE_10197_length_1686_cov_3.102391	5.394	32	48.932384341637	1686	1other
NODE_10198_length_1686_cov_3.099939	6.305	32	51.4827995255041	1686	1other
NODE_10199_length_1686_cov_2.898222	5.64	32	51.4827995255041	1686	1other
NODE_102_length_159710_cov_308.553850	494.2262	25	47.9719491578486	159710	ascomycete
NODE_1020_length_43369_cov_310.370919	472.31425	25	43.6625239226175	43369	ascomycete
NODE_10200_length_1686_cov_2.842428	5.247	32	49.288256227758	1686	1other
NODE_10201_length_1686_cov_2.484365	4.488	32	53.55871886121	1686	1other
NODE_10202_length_1686_cov_2.272226	4.578	32	54.3297746144721	1686	1other
NODE_10203_length_1685_cov_56.420245	87.361	38	49.7329376854599	1685	1other
NODE_10204_length_1685_cov_8.224540	13.154	20	65.0445103857567	1685	1other
NODE_10205_length_1685_cov_6.532515	11.442	20	66.4094955489614	1685	1other
NODE_10206_length_1685_cov_3.598160	7.659	32	50.6865671641791	1685	1other
NODE_10207_length_1685_cov_3.275460	6.101	32	51.5727002967359	1685	1other
NODE_10208_length_1685_cov_3.129448	6.339	32	49.4955489614243	1685	1other
NODE_10209_length_1685_cov_2.964417	6.004	32	49.3175074183976	1685	1other
NODE_1021_length_43354_cov_114.177995	183.41125	31	24.1269548369239	43354	ascomycete
NODE_10210_length_1685_cov_2.692638	4.893	32	49.0207715133531	1685	1other
NODE_10211_length_1685_cov_2.390184	6.227	32	49.1988130563798	1685	1other
NODE_10212_length_1685_cov_2.058896	4.211	32	52.106824925816	1685	1other
NODE_10213_length_1685_cov_2.053374	3.97	32	51.7507418397626	1685	1other
NODE_10214_length_1684_cov_45.775936	75.272	30	71.2589073634204	1684	1other
NODE_10215_length_1684_cov_3.066912	5.757	32	50.4750593824228	1684	1other
NODE_10216_length_1684_cov_3.034991	6.106	32	52.5534441805226	1684	1other
NODE_10217_length_1684_cov_2.977901	5.835	32	50.6610576923077	1684	1other
NODE_10218_length_1684_cov_2.719460	5.547	32	51.3064133016627	1684	1other
NODE_10219_length_1684_cov_2.025169	3.442	32	49.7030878859857	1684	1other
NODE_1022_length_43345_cov_322.170293	517.978	42	44.8098046016881	43345	1other
NODE_10220_length_1683_cov_8.912162	13.759	20	62.9827688651218	1683	1other
NODE_10221_length_1683_cov_4.500614	7.475	20	63.2204396910279	1683	1other
NODE_10222_length_1683_cov_4.277027	8.745	32	50.564468211527	1683	1other
NODE_10223_length_1683_cov_3.391892	5.583	32	55.0207961972668	1683	1other
NODE_10224_length_1683_cov_3.274570	6.066	32	49.0790255496138	1683	1other
NODE_10225_length_1683_cov_2.952703	5.248	32	51.1586452762923	1683	1other
NODE_10226_length_1683_cov_2.912162	6.247	32	50.5050505050505	1683	1other
NODE_10227_length_1683_cov_2.701474	4.999	32	53.8324420677362	1683	1other
NODE_10228_length_1683_cov_2.630221	5.468	32	53.9512774806892	1683	1other
NODE_10229_length_1683_cov_2.449631	5.355	32	51.2253436939629	1683	1other
NODE_1023_length_43335_cov_309.077611	496.8395	25	47.3589477327795	43335	ascomycete
NODE_10230_length_1683_cov_2.012285	3.798	32	49.3761140819964	1683	1other
NODE_10231_length_1683_cov_1.843366	3.219	32	55.377302436126	1683	1other
NODE_10232_length_1683_cov_1.798526	3.233	32	56.2685680332739	1683	1other
NODE_10233_length_1682_cov_5.041180	8.009	20	64.0903686087991	1682	1other
NODE_10234_length_1682_cov_3.392133	7.139	32	55.7669441141498	1682	1other
NODE_10235_length_1682_cov_3.046097	5.599	32	51.7835909631391	1682	1other
NODE_10236_length_1682_cov_3.023356	5.466	32	51.8430439952438	1682	1other
NODE_10237_length_1682_cov_2.854333	5.247	32	51.961950059453	1682	1other
NODE_10238_length_1682_cov_2.639213	4.734	32	50.7728894173603	1682	1other
NODE_10239_length_1682_cov_2.555009	5.469	32	50.8323424494649	1682	1other
NODE_1024_length_43321_cov_204.806176	263.57775	18	29.6161215115071	43321	ascomycete
NODE_10240_length_1681_cov_6.999385	12.738	20	66.3890541344438	1681	1other
NODE_10241_length_1681_cov_4.022140	8.124	32	53.837001784652	1681	1other
NODE_10242_length_1681_cov_3.935424	7.38	32	51.6359309934563	1681	1other
NODE_10243_length_1681_cov_3.542435	6.957	32	52.9446757882213	1681	1other
NODE_10244_length_1681_cov_3.468020	6.936	32	54.7293277810827	1681	1other
NODE_10245_length_1681_cov_3.416359	6.593	32	51.3979773944081	1681	1other
NODE_10246_length_1681_cov_3.251538	6.958	32	53.5395597858418	1681	1other
NODE_10247_length_1681_cov_3.153137	5.659	32	49.1969066032124	1681	1other
NODE_10248_length_1681_cov_2.995695	5.463	32	51.1005353955979	1681	1other
NODE_10249_length_1681_cov_2.827798	5.212	32	54.4318857822725	1681	1other
NODE_1025_length_43208_cov_47.943202	75.40825	39	50.7822625439733	43208	1other
NODE_10250_length_1681_cov_2.705412	5.664	32	54.7293277810827	1681	1other
NODE_10251_length_1681_cov_2.682042	5.293	32	51.6359309934563	1681	1other
NODE_10252_length_1681_cov_2.319803	6.096	32	55.3242117787032	1681	1other
NODE_10253_length_1681_cov_2.229397	3.924	42	52.6472337894111	1681	1other
NODE_10254_length_1681_cov_2.199877	3.384	32	53.2615200478755	1681	1other
NODE_10255_length_1681_cov_1.972325	3.657	32	47.1743010113028	1681	1other
NODE_10256_length_1681_cov_1.784748	3.692	32	52.7662105889352	1681	1other
NODE_10257_length_1680_cov_16.939077	30.44	20	67.5	1680	1other
NODE_10258_length_1680_cov_8.917538	14.118	20	63.8095238095238	1680	1other
NODE_10259_length_1680_cov_3.347077	5.309	20	65.3571428571429	1680	1other
NODE_1026_length_43202_cov_42.614643	69.09225	39	50.2361001805472	43202	1other
NODE_10260_length_1680_cov_3.227692	6.033	32	50.7142857142857	1680	1other
NODE_10261_length_1680_cov_2.966154	6.035	32	51.9047619047619	1680	1other
NODE_10262_length_1680_cov_2.683692	4.734	32	50.7142857142857	1680	1other
NODE_10263_length_1680_cov_2.673846	7.048	32	52.0238095238095	1680	1other
NODE_10264_length_1680_cov_2.660923	4.925	32	51.0119047619048	1680	1other
NODE_10265_length_1680_cov_2.574769	5.367	32	51.6071428571429	1680	1other
NODE_10266_length_1680_cov_2.569231	4.312	32	52.5595238095238	1680	1other
NODE_10267_length_1680_cov_2.547077	5.658	32	50.8928571428571	1680	1other
NODE_10268_length_1680_cov_2.540923	6.205	32	51.7261904761905	1680	1other
NODE_10269_length_1680_cov_2.445538	3.982	32	48.9880952380952	1680	1other
NODE_1027_length_43106_cov_308.475018	457.769	25	44.4635232968257	43106	ascomycete
NODE_10270_length_1679_cov_76.540025	122.677	30	69.6843359142347	1679	1other
NODE_10271_length_1679_cov_7.155172	12.102	20	66.5872543180465	1679	1other
NODE_10272_length_1679_cov_4.049261	8.191	32	53.5437760571769	1679	1other
NODE_10273_length_1679_cov_3.588670	6.992	32	51.340083382966	1679	1other
NODE_10274_length_1679_cov_3.582512	7.152	32	51.5783204288267	1679	1other
NODE_10275_length_1679_cov_3.315887	7.218	32	49.7319833234068	1679	1other
NODE_10276_length_1679_cov_3.114532	6.512	32	54.0798094103633	1679	1other
NODE_10277_length_1679_cov_3.108374	5.717	32	53.4246575342466	1679	1other
NODE_10278_length_1679_cov_2.995074	7.876	32	52.0547945205479	1679	1other
NODE_10279_length_1679_cov_2.833128	5.534	32	50.4466944609887	1679	1other
NODE_1028_length_43021_cov_317.592143	515.5025	25	50.0499755933149	43021	ascomycete
NODE_10280_length_1679_cov_2.071429	4.97	32	53.7820131030375	1679	1other
NODE_10281_length_1679_cov_2.027094	4.16	32	48.302561048243	1679	1other
NODE_10282_length_1678_cov_131.675293	138.113	9	19.4278903456496	1678	1other
NODE_10283_length_1678_cov_47.573013	77.364	30	70.9177592371871	1678	1other
NODE_10284_length_1678_cov_6.788663	11.228	20	67.699642431466	1678	1other
NODE_10285_length_1678_cov_4.058534	7.966	32	53.4564958283671	1678	1other
NODE_10286_length_1678_cov_3.773876	7.955	32	52.8605482717521	1678	1other
NODE_10287_length_1678_cov_3.557609	6.677	32	51.9666269368296	1678	1other
NODE_10288_length_1678_cov_3.389402	5.962	32	51.6090584028605	1678	1other
NODE_10289_length_1678_cov_3.244609	6.21	32	52.9201430274136	1678	1other
NODE_1029_length_42941_cov_189.272443	274.755	31	31.4208351812516	42941	ascomycete
NODE_10290_length_1678_cov_3.097967	5.638	32	53.9332538736591	1678	1other
NODE_10291_length_1678_cov_2.829328	5.426	32	51.1323003575685	1678	1other
NODE_10292_length_1678_cov_2.652495	5.124	32	51.7282479141836	1678	1other
NODE_10293_length_1678_cov_2.383241	4.603	32	54.2908224076281	1678	1other
NODE_10294_length_1678_cov_2.375847	4.251	32	49.046483909416	1678	1other
NODE_10295_length_1678_cov_2.176217	4.009	32	53.6948748510131	1678	1other
NODE_10296_length_1678_cov_2.125693	4.943	32	48.6293206197855	1678	1other
NODE_10297_length_1678_cov_1.990758	3.863	32	52.0858164481526	1678	1other
NODE_10298_length_1678_cov_1.845348	3.261	34	56.0190703218117	1678	1other
NODE_10299_length_1677_cov_46.579531	76.673	30	70.4233750745379	1677	1other
NODE_103_length_159413_cov_44.957002	72.8955333333333	39	51.2690546626218	159413	1other
NODE_1030_length_42890_cov_44.239897	71.296	16	59.2457249941438	42890	1other
NODE_10300_length_1677_cov_15.126387	22.946	42	47.9427549194991	1677	1other
NODE_10301_length_1677_cov_9.601110	13.971	20	62.6118067978533	1677	1other
NODE_10302_length_1677_cov_7.808878	12.337	20	65.7722122838402	1677	1other
NODE_10303_length_1677_cov_3.252158	6.961	32	52.5342874180083	1677	1other
NODE_10304_length_1677_cov_3.054871	6.762	32	51.0435301132976	1677	1other
NODE_10305_length_1677_cov_2.911221	4.994	32	49.9701848539058	1677	1other
NODE_10306_length_1677_cov_2.726880	4.748	32	50.9838998211091	1677	1other
NODE_10307_length_1677_cov_2.548089	4.273	32	49.7912939773405	1677	1other
NODE_10308_length_1677_cov_2.347719	5.775	32	53.8461538461538	1677	1other
